dail,electiondate,elecyear,district,districtid,party,partyid,name,pid,duplicate,m,ncand,electorate,quota,totalvote,validvote,spoiledvote,turnout,firstpref,finalvote,voteshare,quotashare,count,resultnotes,result,seat,enter_mt,exit_mt,byelec,bynote,female,age,birthyear,est_age,est_birthyear,deathyear,death,inc,local,mayor,seanad,euro,cruns,cwins,birthplace,localborn,occupation,iscoid,educode,eduyears,school,feeschool,university,ucd,edufield,edufieldcode,post_local,pre_local,post_cand,pre_cand,post_mp,pre_mp,hereditary,cablegacy,samename,samedistrict,samecounty,pre_fam,post_fam,familynotes,generation,familyline,family,predrelation,govparty,juniorgovparty,cabappt,cab1,cab2,cab3,cab4,cab5,cab6,cabexp,juniorappt,junior1,junior2,junior3,junior4,junior5,juniorexp,speaker,name_original
29,5/17/2002,2002,Dublin Central,111,LAB,3,"Costello, Joe",1866,0,4,10,62180,6817,34517,34081,436,.5481,4136,7870,.1215,.61,7,Made Quota,1,3,0,0,0,.,0,57,1945,57,1945,,0,0,1,0,1,0,5,2,"Geevagh, County Sligo",0,Secondary School Teacher,2,3,14,"Summerhill College, Sligo",0,"St Patrick's College, Maynooth; University College Dublin",1,Education,7,1,0,1,0,1,0,0,0,,,,,"Moran, Mary (sister-in-law, candidate)","Wife Emer Costello is MEP for Dublin since 2012, she coopted his local seat in 2003; her sister Mary Moran is a Senator",1,23601,236,0,0,0,0,,,,,,,0,0,,,,,,0,0,Joe Costello
30,5/24/2007,2007,Dublin Central,111,LAB,3,"Costello, Joe",1866,0,4,13,63423,6928,34639,34639,510,.5462,4353,8018,.1257,.63,8,Made Quota,1,2,0,0,0,.,0,62,1945,62,1945,,0,1,1,0,1,0,6,3,"Geevagh, County Sligo",0,Secondary School Teacher,2,3,14,"Summerhill College, Sligo",0,"St Patrick's College, Maynooth; University College Dublin",1,Education,7,1,0,1,0,1,0,0,0,,,,,"Moran, Mary (sister-in-law, candidate)","Wife Emer Costello is MEP for Dublin since 2012, she coopted his local seat in 2003; her sister Mary Moran is a Senator",1,23601,236,0,0,0,0,,,,,,,0,0,,,,,,0,0,Joe Costello
31,2/25/2011,2011,Dublin Central,111,LAB,3,"Costello, Joe",1866,0,4,16,56892,6923,35069,34612,457,.616,6273,7115,.1812,.91,5,Made Quota,1,2,0,0,0,.,0,66,1945,66,1945,,0,1,1,0,1,0,7,4,"Geevagh, County Sligo",0,Secondary School Teacher,2,3,14,"Summerhill College, Sligo",0,"St Patrick's College, Maynooth; University College Dublin",1,Education,7,1,0,1,0,1,0,0,0,,,,,"Moran, Mary (sister-in-law, candidate)","Wife Emer Costello is MEP for Dublin since 2012, she coopted his local seat in 2003; her sister Mary Moran is a Senator",1,23601,236,0,1,1,0,,,,,,,0,1,MOS with special responsibility for Trade and Development (Department of Foreign Affairs and Trade),,,,,0,0,Joe Costello
32,2/26/2016,2016,Dublin Central,111,LAB,3,"Costello, Joe",1866,0,3,15,45747,5922,23990,23686,304,.5244,2092,2345,.0872030012505211,.353259034110098,7,eliminated,0,0,0,0,0,.,0,71,1945,71,1945,,0,1,1,0,1,0,8,4,"Geevagh, County Sligo",0,Secondary School Teacher,2,3,14,"Summerhill College, Sligo",0,"St Patrick's College, Maynooth; University College Dublin",1,Education,7,1,0,1,0,1,0,0,0,,,,,,"Wife Emer Costello is MEP for Dublin since 2012, she coopted his local seat in 2003; her sister Mary Moran is a Senator",1,23601,236,0,0,0,0,,,,,,,0,0,,,,,,1,0,Joe Costello
8,1/24/1933,1933,Dublin County,66,CNAG,2,"Costello, John A",1867,0,8,14,117807,10051,90452,90452,,,10941,10941,.121,1.09,1,,1,3,0,0,0,.,0,52,1881,52,1881,1976,0,0,0,0,0,0,1,1,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,0,0,0,,,,,,,0,0,,,,,,1,0,John A Costello
9,7/1/1937,1937,Dublin Townships,89,FG,2,"Costello, John A",1867,0,3,5,52664,9245,36977,36977,,,8418,8706,.2277,.91,3,,1,2,0,0,0,.,0,56,1881,56,1881,1976,0,1,0,0,0,0,2,2,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,0,0,0,,,,,,,0,0,,,,,,1,0,John A Costello
10,6/17/1938,1938,Dublin Townships,89,FG,2,"Costello, John A",1867,0,3,4,53518,8901,35601,35601,,,8813,8905,.2475,.99,2,,1,3,0,0,0,.,0,57,1881,57,1881,1976,0,1,0,0,0,0,3,3,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,0,0,0,,,,,,,0,0,,,,,,1,0,John A Costello
11,6/23/1943,1943,Dublin Townships,89,FG,2,"Costello, John A",1867,0,3,6,54479,9650,38597,38597,,,7508,7508,.1945,.78,1,,0,0,0,0,0,.,0,62,1881,62,1881,1976,0,1,0,0,0,0,4,3,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,0,0,0,,,,,,,0,0,,,,,,1,0,John A Costello
12,5/30/1944,1944,Dublin Townships,89,FG,2,"Costello, John A",1867,0,3,5,54479,9155,36619,36619,,,9530,9530,.2602,1.04,1,,1,2,0,0,0,.,0,63,1881,63,1881,1976,0,0,0,0,0,0,5,4,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,0,0,0,,,,,,,0,0,,,,,,1,0,John A Costello
13,2/4/1948,1948,Dublin South East,118,FG,2,"Costello, John A",1867,0,3,7,41127,7407,29627,29627,,,8473,8473,.286,1.14,1,,1,1,0,0,0,.,0,67,1881,67,1881,1976,0,1,0,0,0,0,6,5,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,1,0,1,Taoiseach,Minister for Health,,,,,0,0,,,,,,1,0,John A Costello
14,5/30/1951,1951,Dublin South East,118,FG,2,"Costello, John A",1867,0,3,6,40534,7336,29342,29342,,,9222,9222,.3143,1.26,1,,1,1,0,0,0,.,0,70,1881,70,1881,1976,0,1,0,0,0,0,7,6,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,0,0,0,,,,,,,1,0,,,,,,1,0,John A Costello
15,5/18/1954,1954,Dublin South East,118,FG,2,"Costello, John A",1867,0,3,5,38570,6705,26818,26818,,,11305,11305,.4215,1.69,1,,1,1,0,0,0,.,0,73,1881,73,1881,1976,0,1,0,0,0,0,8,7,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,1,0,1,Taoiseach,,,,,,1,0,,,,,,1,0,John A Costello
16,3/5/1957,1957,Dublin South East,118,FG,2,"Costello, John A",1867,0,3,7,37587,6091,24361,24361,,,6918,6918,.284,1.14,1,,1,1,0,0,0,.,0,76,1881,76,1881,1976,0,1,0,0,0,0,9,8,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,0,0,0,,,,,,,1,0,,,,,,1,0,John A Costello
17,10/4/1961,1961,Dublin South East,118,FG,2,"Costello, John A",1867,0,3,5,40081,6184,24733,24733,,,6332,6332,.256,1.02,1,,1,2,0,0,0,.,0,80,1881,80,1881,1976,0,1,0,0,0,0,10,9,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,0,0,0,,,,,,,1,0,,,,,,1,0,John A Costello
18,4/7/1965,1965,Dublin South East,118,FG,2,"Costello, John A",1867,0,3,5,40763,7204,28812,28812,,,8056,8056,.2796,1.12,1,,1,1,0,0,0,.,0,84,1881,84,1881,1976,0,1,0,0,0,0,11,10,Dublin,1,Barrister,2,4,16,St. Joseph's Christian Brothers School; O'Connell School,0,University College Dublin; King's Inn,1,Modern Languages; Law,1,1,0,1,0,1,0,0,0,,,,,"Costello, Declan (Son); Fitzgerald, Alexis Snr (Son-in-law since 1946, SD 1969-1981); Fitzgerald2, Alexis Jnr (Great Nephew-in-law)",,1,4401,44,0,0,0,0,,,,,,,1,0,,,,,,1,0,John A Costello
21,11/6/1980,1980,Donegal,110,FF,1,"Coughlan, Clement",1882,0,1,4,81340,30039,60077,60077,,.7386,23456,29219,.3904,.78,0,,1,1,1,0,1,By election caused by death on 13 July 1980 of Joseph Brennan. The Writ for the By Election was moved on 16 October 1980.,0,38,1942,38,1942,1983,0,0,1,0,0,0,1,1,"Frosses, County Donegal",1,School Teacher,2,3,14,"Frosses National School; St. Enda's College, Galway",0,"St. Patrick's Teacher's Training College, Drumcondra, Dublin",0,Education,7,1,0,1,0,1,0,0,0,,,,,"Coughlan, Cathal (Brother); Coughlan, Mary (Niece)","Other relatives: Paul Coughlan (Son, unsuccessful local candidate)",1,4501,45,0,1,0,0,,,,,,,0,0,,,,,,0,0,Clement Coughlan
22,6/11/1981,1981,Donegal South West,110,FF,1,"Coughlan, Clement",1882,0,3,5,44860,8680,35051,34716,335,.781,9341,9341,.2691,1.08,1,,1,1,0,0,0,.,0,39,1942,39,1942,1983,0,1,1,0,0,0,2,2,"Frosses, County Donegal",1,School Teacher,2,3,14,"Frosses National School; St. Enda's College, Galway",0,"St. Patrick's Teacher's Training College, Drumcondra, Dublin",0,Education,7,1,0,1,0,1,0,0,0,,,,,"Coughlan, Cathal (Brother); Coughlan, Mary (Niece)","Other relatives: Paul Coughlan (Son, unsuccessful local candidate)",1,4501,45,0,0,0,0,,,,,,,0,0,,,,,,0,0,Clement Coughlan
23,2/18/1982,1982,Donegal South West,110,FF,1,"Coughlan, Clement",1882,0,3,7,44860,8277,33360,33107,253,.744,8321,8321,.2513,1.01,1,,1,1,0,0,0,.,0,40,1942,40,1942,1983,0,1,1,0,0,0,3,3,"Frosses, County Donegal",1,School Teacher,2,3,14,"Frosses National School; St. Enda's College, Galway",0,"St. Patrick's Teacher's Training College, Drumcondra, Dublin",0,Education,7,1,0,1,0,1,0,0,0,,,,,"Coughlan, Cathal (Brother); Coughlan, Mary (Niece)","Other relatives: Paul Coughlan (Son, unsuccessful local candidate)",1,4501,45,0,1,0,0,,,,,,,0,0,,,,,,0,0,Clement Coughlan
24,11/24/1982,1982,Donegal South West,110,FF,1,"Coughlan, Clement",1882,0,3,5,45334,8050,32524,32199,325,.7103,9483,9483,.2945,1.18,0,,1,1,0,1,0,.,0,40,1942,40,1942,1983,1,1,1,0,0,0,4,4,"Frosses, County Donegal",1,School Teacher,2,3,14,"Frosses National School; St. Enda's College, Galway",0,"St. Patrick's Teacher's Training College, Drumcondra, Dublin",0,Education,7,1,0,1,0,1,0,0,0,,,,,"Coughlan, Cathal (Brother); Coughlan, Mary (Niece)","Other relatives: Paul Coughlan (Son, unsuccessful local candidate)",1,4501,45,0,0,0,0,,,,,,,0,0,,,,,,0,0,Clement Coughlan
15,5/18/1954,1954,Limerick East,128,CNAP,21,"Coughlan, Stephen",1885,0,4,8,47468,7565,37822,37822,,,5652,7272,.1494,.75,7,,0,0,0,0,0,.,0,44,1910,44,1910,1994,0,0,1,1,0,0,1,0,"Limerick City, County Limerick",1,"Bookmaker, Publican",3,2,12,"Presentation Sisters’ school, CBS, Limerick;  Blackrock College, Dublin",1,NA,0,NA,,1,0,0,0,0,0,0,0,,,,,,"Thady Coughlan (Son, Limerick Corporation, Mayor)",1,99999,,0,0,0,0,,,,,,,0,0,,,,,,0,0,Stephen Coughlan
16,3/5/1957,1957,Limerick East,128,CNAP,21,"Coughlan, Stephen",1885,0,4,9,46854,7244,36218,36218,,,3395,4861,.0937,.47,7,,0,0,0,0,0,.,0,47,1910,47,1910,1994,0,0,1,1,0,0,2,0,"Limerick City, County Limerick",1,"Bookmaker, Publican",3,2,12,"Presentation Sisters’ school, CBS, Limerick;  Blackrock College, Dublin",1,NA,0,NA,,1,0,0,0,0,0,0,0,,,,,,"Thady Coughlan (Son, Limerick Corporation, Mayor)",1,99999,,0,0,0,0,,,,,,,0,0,,,,,,0,0,Stephen Coughlan
17,10/4/1961,1961,Limerick East,128,LAB,3,"Coughlan, Stephen",1885,0,4,8,43769,6593,32961,32961,,,6964,6964,.2113,1.06,1,,1,2,0,0,0,.,0,51,1910,51,1910,1994,0,0,1,1,0,0,3,1,"Limerick City, County Limerick",1,"Bookmaker, Publican",3,2,12,"Presentation Sisters’ school, CBS, Limerick;  Blackrock College, Dublin",1,NA,0,NA,,1,0,0,0,0,0,0,0,,,,,,"Thady Coughlan (Son, Limerick Corporation, Mayor)",1,99999,,0,0,0,0,,,,,,,0,0,,,,,,0,0,Stephen Coughlan
18,4/7/1965,1965,Limerick East,128,LAB,3,"Coughlan, Stephen",1885,0,4,7,45607,7061,35302,35302,,,5623,7729,.1593,.8,5,,1,3,0,0,0,.,0,55,1910,55,1910,1994,0,1,1,1,0,0,4,2,"Limerick City, County Limerick",1,"Bookmaker, Publican",3,2,12,"Presentation Sisters’ school, CBS, Limerick;  Blackrock College, Dublin",1,NA,0,NA,,1,0,0,0,0,0,0,0,,,,,,"Thady Coughlan (Son, Limerick Corporation, Mayor)",1,99999,,0,0,0,0,,,,,,,0,0,,,,,,0,0,Stephen Coughlan
19,6/18/1969,1969,Limerick East,128,LAB,3,"Coughlan, Stephen",1885,0,4,10,44859,7183,35913,35913,,,6362,7189,.1772,.89,6,,1,2,0,0,0,.,0,59,1910,59,1910,1994,0,1,1,1,0,0,5,3,"Limerick City, County Limerick",1,"Bookmaker, Publican",3,2,12,"Presentation Sisters’ school, CBS, Limerick;  Blackrock College, Dublin",1,NA,0,NA,,1,0,0,0,0,0,0,0,,,,,,"Thady Coughlan (Son, Limerick Corporation, Mayor)",1,99999,,0,0,0,0,,,,,,,0,0,,,,,,0,0,Stephen Coughlan
20,2/28/1973,1973,Limerick East,128,LAB,3,"Coughlan, Stephen",1885,0,4,8,47001,7438,37495,37187,308,.7977,5495,8999,.1478,.74,6,,1,4,0,0,0,.,0,63,1910,63,1910,1994,0,1,1,1,0,0,6,4,"Limerick City, County Limerick",1,"Bookmaker, Publican",3,2,12,"Presentation Sisters’ school, CBS, Limerick;  Blackrock College, Dublin",1,NA,0,NA,,1,0,0,0,0,0,0,0,,,,,,"Thady Coughlan (Son, Limerick Corporation, Mayor)",1,99999,,0,1,0,0,,,,,,,0,0,,,,,,0,0,Stephen Coughlan
21,6/16/1977,1977,Limerick East,128,LAB,3,"Coughlan, Stephen",1885,0,4,13,57023,8981,45123,44903,220,.7913,3553,4380,.0791,.4,8,,0,0,0,0,0,.,0,67,1910,67,1910,1994,0,1,1,1,0,0,7,4,"Limerick City, County Limerick",1,"Bookmaker, Publican",3,2,12,"Presentation Sisters’ school, CBS, Limerick;  Blackrock College, Dublin",1,NA,0,NA,,1,0,0,0,0,0,0,0,,,,,,"Thady Coughlan (Son, Limerick Corporation, Mayor)",1,99999,,0,0,0,0,,,,,,,0,0,,,,,,0,0,Stephen Coughlan
22,6/11/1981,1981,Cork South Central,107,FG,2,"Coveney, Hugh",1891,0,5,10,64507,8323,50333,49934,399,.78,5274,6946,.1056,.63,7,,1,5,0,0,0,.,0,46,1935,46,1935,1998,0,0,1,0,0,0,1,1,"Cork City, County Cork",1,Building Surveyor (Chartered Quantity Surveyor in Private Practice),2,2,12,"CBC, Cork; Clongowes Wood College, Co Kildare",1,NA,0,NA,,0,0,1,0,1,0,0,0,,,,,"Coveney, Simon (Son)",,1,4601,46,0,1,0,0,,,,,,,0,0,,,,,,0,0,Hugh Coveney
23,2/18/1982,1982,Cork South Central,107,FG,2,"Coveney, Hugh",1891,0,5,10,64507,8080,48823,48476,347,.757,4210,4780,.0868,.52,4,,0,0,0,0,0,.,0,47,1935,47,1935,1998,0,1,1,1,0,0,2,1,"Cork City, County Cork",1,Building Surveyor (Chartered Quantity Surveyor in Private Practice),2,2,12,"CBC, Cork; Clongowes Wood College, Co Kildare",1,NA,0,NA,,0,0,1,0,1,0,0,0,,,,,"Coveney, Simon (Son)",,1,4601,46,0,0,0,0,,,,,,,0,0,,,,,,0,0,Hugh Coveney
24,11/24/1982,1982,Cork South Central,107,FG,2,"Coveney, Hugh",1891,0,5,12,67062,8242,49733,49451,282,.7374000000000001,7604,8615,.1538,.92,0,,1,3,0,0,0,.,0,47,1935,47,1935,1998,0,0,1,1,0,0,3,2,"Cork City, County Cork",1,Building Surveyor (Chartered Quantity Surveyor in Private Practice),2,2,12,"CBC, Cork; Clongowes Wood College, Co Kildare",1,NA,0,NA,,0,0,1,0,1,0,0,0,,,,,"Coveney, Simon (Son)",,1,4601,46,0,1,0,0,,,,,,,0,0,,,,,,0,0,Hugh Coveney
25,2/17/1987,1987,Cork South Central,107,FG,2,"Coveney, Hugh",1891,0,5,16,75322,9377,56703,56259,444,.7469,4926,7500,.0876,.53,10,Not Elected,0,0,0,0,0,.,0,52,1935,52,1935,1998,0,1,1,1,0,0,4,2,"Cork City, County Cork",1,Building Surveyor (Chartered Quantity Surveyor in Private Practice),2,2,12,"CBC, Cork; Clongowes Wood College, Co Kildare",1,NA,0,NA,,0,0,1,0,1,0,0,0,,,,,"Coveney, Simon (Son)",,1,4601,46,0,0,0,0,,,,,,,0,0,,,,,,0,0,Hugh Coveney
27,11/10/1994,1994,Cork South Central,107,FG,2,"Coveney, Hugh",1891,0,1,9,78420,21068,,42134,,.5373,13128,19396,.3116,.62,6,Elected,1,1,1,0,1,By election caused by resignation of Pat Cox.,0,59,1935,59,1935,1998,0,0,1,1,0,0,5,3,"Cork City, County Cork",1,Building Surveyor (Chartered Quantity Surveyor in Private Practice),2,2,12,"CBC, Cork; Clongowes Wood College, Co Kildare",1,NA,0,NA,,0,0,1,0,1,0,0,0,,,,,"Coveney, Simon (Son)",,1,4601,46,0,1,0,1,Minister for Defence,Minister for the Marine,,,,,0,1,MOS at Dept. of Finance,,,,,0,0,Hugh Coveney
28,6/6/1997,1997,Cork South Central,107,FG,2,"Coveney, Hugh",1891,0,5,15,84288,9174,55401,55039,362,.653,9524,9524,.173,1.04,1,Made Quota,1,2,0,1,0,.,0,62,1935,62,1935,1998,1,1,1,1,0,0,6,4,"Cork City, County Cork",1,Building Surveyor (Chartered Quantity Surveyor in Private Practice),2,2,12,"CBC, Cork; Clongowes Wood College, Co Kildare",1,NA,0,NA,,0,0,1,0,1,0,0,0,,,,,"Coveney, Simon (Son)",,1,4601,46,0,0,0,0,,,,,,,1,0,,,,,,1,0,Hugh Coveney
9,7/1/1937,1937,Meath Westmeath,134,LAB,3,"Cowan, Peadar",1893,0,5,11,61654,8020,48118,48118,,,2160,3253,.0449,.27,7,,0,0,0,0,0,.,0,34,1903,34,1903,1962,0,0,0,0,0,0,1,0,"Lacken, Arva, County Cavan",0,"IRA Captain, Solicitor",2,4,16,Local national school; presumably secondary school,0,Unknown (qualified as solicitor),0,Law,1,0,0,1,0,0,0,0,0,,,,,"Cowan, Rory (Son, unsuccessful)",,1,17901,179,0,0,0,0,,,,,,,0,0,,,,,,0,0,Peadar Cowan
10,6/17/1938,1938,Meath Westmeath,134,LAB,3,"Cowan, Peadar",1893,0,5,7,61877,8099,48588,48588,,,4621,5305,.0951,.57,4,,0,0,0,0,0,.,0,35,1903,35,1903,1962,0,0,0,0,0,0,2,0,"Lacken, Arva, County Cavan",0,"IRA Captain, Solicitor",2,4,16,Local national school; presumably secondary school,0,Unknown (qualified as solicitor),0,Law,1,0,0,1,0,0,0,0,0,,,,,"Cowan, Rory (Son, unsuccessful)",,1,17901,179,0,0,0,0,,,,,,,0,0,,,,,,0,0,Peadar Cowan
11,6/23/1943,1943,Meath Westmeath,134,LAB,3,"Cowan, Peadar",1893,0,5,14,64104,8039,48232,48232,,,3983,7113,.0826,.5,11,,0,0,0,0,0,.,0,40,1903,40,1903,1962,0,0,0,0,0,0,3,0,"Lacken, Arva, County Cavan",0,"IRA Captain, Solicitor",2,4,16,Local national school; presumably secondary school,0,Unknown (qualified as solicitor),0,Law,1,0,0,1,0,0,0,0,0,,,,,"Cowan, Rory (Son, unsuccessful)",,1,17901,179,0,0,0,0,,,,,,,0,0,,,,,,0,0,Peadar Cowan
12,5/30/1944,1944,Meath Westmeath,134,LAB,3,"Cowan, Peadar",1893,0,5,11,64104,7377,44257,44257,,,3961,5208,.0895,.54,9,,0,0,0,0,0,.,0,41,1903,41,1903,1962,0,0,0,0,0,0,4,0,"Lacken, Arva, County Cavan",0,"IRA Captain, Solicitor",2,4,16,Local national school; presumably secondary school,0,Unknown (qualified as solicitor),0,Law,1,0,0,1,0,0,0,0,0,,,,,"Cowan, Rory (Son, unsuccessful)",,1,17901,179,0,0,0,0,,,,,,,0,0,,,,,,0,0,Peadar Cowan
13,2/4/1948,1948,Dublin North East,114,CNAP,21,"Cowan, Peadar",1893,0,5,15,61484,7428,44567,44567,,,4692,7902,.1053,.63,12,,1,4,0,0,0,.,0,45,1903,45,1903,1962,0,0,0,0,0,0,5,1,"Lacken, Arva, County Cavan",0,"IRA Captain, Solicitor",2,4,16,Local national school; presumably secondary school,0,Unknown (qualified as solicitor),0,Law,1,0,0,1,0,0,0,0,0,,,,,"Cowan, Rory (Son, unsuccessful)",,1,17901,179,0,1,0,0,,,,,,,0,0,,,,,,0,0,Peadar Cowan
14,5/30/1951,1951,Dublin North East,114,IND,10,"Cowan, Peadar",1893,0,5,11,66470,7827,46961,46961,,,3606,5795,.0768,.46,10,,1,5,0,0,0,.,0,48,1903,48,1903,1962,0,1,1,0,0,0,6,2,"Lacken, Arva, County Cavan",0,"IRA Captain, Solicitor",2,4,16,Local national school; presumably secondary school,0,Unknown (qualified as solicitor),0,Law,1,0,0,1,0,0,0,0,0,,,,,"Cowan, Rory (Son, unsuccessful)",,1,17901,179,0,0,0,0,,,,,,,0,0,,,,,,0,0,Peadar Cowan
15,5/18/1954,1954,Dublin North East,114,IND,10,"Cowan, Peadar",1893,0,5,15,66197,7901,47403,47403,,,2253,3405,.0475,.29,10,,0,0,0,0,0,.,0,51,1903,51,1903,1962,0,1,1,0,0,0,7,2,"Lacken, Arva, County Cavan",0,"IRA Captain, Solicitor",2,4,16,Local national school; presumably secondary school,0,Unknown (qualified as solicitor),0,Law,1,0,0,1,0,0,0,0,0,,,,,"Cowan, Rory (Son, unsuccessful)",,1,17901,179,0,0,0,0,,,,,,,0,0,,,,,,0,0,Peadar Cowan
17,10/4/1961,1961,Dublin North East,114,IND,10,"Cowan, Peadar",1893,0,5,13,65429,7056,42330,42330,,,1863,2346,.044,.26,6,,0,0,0,0,0,.,0,58,1903,58,1903,1962,0,0,1,0,0,0,8,2,"Lacken, Arva, County Cavan",0,"IRA Captain, Solicitor",2,4,16,Local national school; presumably secondary school,0,Unknown (qualified as solicitor),0,Law,1,0,0,1,0,0,0,0,0,,,,,"Cowan, Rory (Son, unsuccessful)",,1,17901,179,0,0,0,0,,,,,,,0,0,,,,,,0,0,Peadar Cowan
19,6/18/1969,1969,Laoighis Offaly,127,FF,1,"Cowen, Bernard F",1896,0,5,13,56066,7410,44454,44454,,,3550,6874,.0799,.48,10,,1,4,0,0,0,.,0,37,1932,37,1932,1984,0,0,1,0,0,0,1,1,"Clara, County Offaly",1,Auctioneer; Publican,5,2,12,Clara NS; Tullamore CBS,0,NA,0,NA,,1,1,1,0,1,0,0,0,,,,,"Cowen, Brian (Son); Cowen, Barry (Son)","Other relatives: Cowen, Christy (Father, LOCAL, Offaly County Council from 1932 until his death in 1967)",1,4701,47,1,1,0,0,,,,,,,0,0,,,,,,0,0,Bernard F Cowen
20,2/28/1973,1973,Laoighis Offaly,127,FF,1,"Cowen, Bernard F",1896,0,5,13,56344,7486,45377,44914,463,.8054,4384,6768,.0976,.59,11,,0,0,0,0,0,.,0,41,1932,41,1932,1984,0,1,1,0,0,0,2,1,"Clara, County Offaly",1,Auctioneer; Publican,5,2,12,Clara NS; Tullamore CBS,0,NA,0,NA,,1,1,1,0,1,0,0,0,,,,,"Cowen, Brian (Son); Cowen, Barry (Son)","Other relatives: Cowen, Christy (Father, LOCAL, Offaly County Council from 1932 until his death in 1967)",1,4701,47,1,0,0,0,,,,,,,0,0,,,,,,0,0,Bernard F Cowen
21,6/16/1977,1977,Laoighis Offaly,127,FF,1,"Cowen, Bernard F",1896,0,5,12,65252,8744,52842,52458,384,.8098,6734,8445,.1284,.77,9,,1,4,0,0,0,.,0,45,1932,45,1932,1984,0,0,1,0,1,0,3,2,"Clara, County Offaly",1,Auctioneer; Publican,5,2,12,Clara NS; Tullamore CBS,0,NA,0,NA,,1,1,1,0,1,0,0,0,,,,,"Cowen, Brian (Son); Cowen, Barry (Son)","Other relatives: Cowen, Christy (Father, LOCAL, Offaly County Council from 1932 until his death in 1967)",1,4701,47,1,1,0,0,,,,,,,0,0,,,,,,0,0,Bernard F Cowen
